Year,Week,Link
2019,51st,https://idsp.nic.in/WriteReadData/l892s/16441864901581914600.pdf
2019,52nd,https://idsp.nic.in/WriteReadData/l892s/3693633111643607555.pdf
2018,1st,http://idsp.nic.in/WriteReadData/l892s/012018.pdf
2018,2nd,http://idsp.nic.in/WriteReadData/l892s/022018.pdf
2018,3rd,http://idsp.nic.in/WriteReadData/l892s/032018.pdf
2018,4th,http://idsp.nic.in/WriteReadData/l892s/042018.pdf
2018,5th,http://idsp.nic.in/WriteReadData/l892s/052018.pdf
2018,6th,http://idsp.nic.in/WriteReadData/l892s/062018.pdf
2018,7th,http://idsp.nic.in/WriteReadData/l892s/072018.pdf
2018,8th,http://idsp.nic.in/WriteReadData/l892s/082018.pdf
2018,9th,http://idsp.nic.in/WriteReadData/l892s/092018.pdf
2018,10th,http://idsp.nic.in/WriteReadData/l892s/102018.pdf
2018,11th,http://idsp.nic.in/WriteReadData/l892s/112018.pdf
2018,12th,http://idsp.nic.in/WriteReadData/l892s/122018.pdf
2018,13th,http://idsp.nic.in/WriteReadData/l892s/132018.pdf
2018,14th,http://idsp.nic.in/WriteReadData/l892s/142018.pdf
2018,15th,https://idsp.nic.in/WriteReadData/l892s/25655158311465983344.pdf
2018,16th,http://idsp.nic.in/WriteReadData/l892s/162018.pdf
2018,17th,http://idsp.nic.in/WriteReadData/l892s/172018.pdf
2018,18th,http://idsp.nic.in/WriteReadData/l892s/182018.pdf
2018,19th,http://idsp.nic.in/WriteReadData/l892s/192018.pdf
2018,20th,http://idsp.nic.in/WriteReadData/l892s/202018.pdf
2018,21st,http://idsp.nic.in/WriteReadData/l892s/212018.pdf
2018,22nd,http://idsp.nic.in/WriteReadData/l892s/222018.pdf
2018,23rd,http://idsp.nic.in/WriteReadData/l892s/93428147651531734413.pdf
2018,24th,http://idsp.nic.in/WriteReadData/l892s/242018.pdf
2018,25th,http://idsp.nic.in/WriteReadData/l892s/252018.pdf
2018,26th,http://idsp.nic.in/WriteReadData/l892s/262018.pdf
2018,27th,http://idsp.nic.in/WriteReadData/l892s/272018.pdf
2018,28th,http://idsp.nic.in/WriteReadData/l892s/282018.pdf
2018,29th,http://idsp.nic.in/WriteReadData/l892s/292018.pdf
2018,30th,http://idsp.nic.in/WriteReadData/l892s/302018.pdf
2018,31st,http://idsp.nic.in/WriteReadData/l892s/312018.pdf
2018,32nd,http://idsp.nic.in/WriteReadData/l892s/322018.pdf
2018,33rd,http://idsp.nic.in/WriteReadData/l892s/332018.pdf
2018,34th,http://idsp.nic.in/WriteReadData/l892s/342018.pdf
2018,35th,http://idsp.nic.in/WriteReadData/l892s/352018.pdf
2018,36th,http://idsp.nic.in/WriteReadData/l892s/362018.pdf
2018,37th,http://idsp.nic.in/WriteReadData/l892s/372018.pdf
2018,38th,http://idsp.nic.in/WriteReadData/l892s/382018.pdf
2018,39th,http://idsp.nic.in/WriteReadData/l892s/392018.pdf
2018,40th,http://idsp.nic.in/WriteReadData/l892s/402018.pdf
2018,41st,http://idsp.nic.in/WriteReadData/l892s/412018.pdf
2018,42nd,http://idsp.nic.in/WriteReadData/l892s/422018.pdf
2018,43rd,http://idsp.nic.in/WriteReadData/l892s/432018.pdf
2018,44th,http://idsp.nic.in/WriteReadData/l892s/442018.pdf
2018,45th,http://idsp.nic.in/WriteReadData/l892s/452018.pdf
2018,46th,http://idsp.nic.in/WriteReadData/l892s/462018.pdf
2018,47th,http://idsp.nic.in/WriteReadData/l892s/472018.pdf
2018,48th,http://idsp.nic.in/WriteReadData/l892s/482018.pdf
2018,49th,http://idsp.nic.in/WriteReadData/l892s/492018.pdf
2018,50th,http://idsp.nic.in/WriteReadData/l892s/502018.pdf
2018,51th,http://idsp.nic.in/WriteReadData/l892s/512018.pdf
2018,52nd,http://idsp.nic.in/WriteReadData/l892s/522018.pdf
2017,1st,http://idsp.nic.in/WriteReadData/l892s/16761928221487223715.pdf
2017,2nd,http://idsp.nic.in/WriteReadData/l892s/1489553831487223752.pdf
2017,3rd,http://idsp.nic.in/WriteReadData/l892s/6867458831488435370.pdf
2017,4th,https://idsp.nic.in/WriteReadData/l892s/15366628751488435411.pdf
2017,5th,http://idsp.nic.in/WriteReadData/l892s/60441234271488435446.pdf
2017,6th,http://idsp.nic.in/WriteReadData/l892s/77987201021489753657.pdf
2017,7th,http://idsp.nic.in/WriteReadData/l892s/072017.pdf
2017,8th,http://idsp.nic.in/WriteReadData/l892s/082017.pdf
2017,9th,http://idsp.nic.in/WriteReadData/l892s/092017.pdf
2017,10th,http://idsp.nic.in/WriteReadData/l892s/102017.pdf
2017,11th,http://idsp.nic.in/WriteReadData/l892s/112017.pdf
2017,12th,http://idsp.nic.in/WriteReadData/l892s/122017.pdf
2017,13th,http://idsp.nic.in/WriteReadData/l892s/132017.pdf
2017,14th,http://idsp.nic.in/WriteReadData/l892s/142017.pdf
2017,15th,http://idsp.nic.in/WriteReadData/l892s/152017.pdf
2017,16th,http://idsp.nic.in/WriteReadData/l892s/162017.pdf
2017,17th,http://idsp.nic.in/WriteReadData/l892s/172017.pdf
2017,18th,http://idsp.nic.in/WriteReadData/l892s/182017.pdf
2017,19th,http://idsp.nic.in/WriteReadData/l892s/192017.pdf
2017,20th,http://idsp.nic.in/WriteReadData/l892s/202017.pdf
2017,21st,http://idsp.nic.in/WriteReadData/l892s/212017.pdf
2017,22nd,http://idsp.nic.in/WriteReadData/l892s/76224562731499776651.pdf
2017,23rd,http://idsp.nic.in/WriteReadData/l892s/232017.pdf
2017,24th,http://idsp.nic.in/WriteReadData/l892s/242017.pdf
2017,25th,http://idsp.nic.in/WriteReadData/l892s/252017.pdf
2017,26th,http://idsp.nic.in/WriteReadData/l892s/262017.pdf
2017,27th,http://idsp.nic.in/WriteReadData/l892s/272017.pdf
2017,28th,http://idsp.nic.in/WriteReadData/l892s/282017.pdf
2017,29th,http://idsp.nic.in/WriteReadData/l892s/292017.pdf
2017,30th,http://idsp.nic.in/WriteReadData/l892s/302017.pdf
2017,31st,http://idsp.nic.in/WriteReadData/l892s/51763589431504854769.pdf
2017,32nd,http://idsp.nic.in/WriteReadData/l892s/86234916091504855728.pdf
2017,33rd,http://idsp.nic.in/WriteReadData/l892s/332017.pdf
2017,34th,http://idsp.nic.in/WriteReadData/l892s/342017.pdf
2017,35th,http://idsp.nic.in/WriteReadData/l892s/352017.pdf
2017,36th,http://idsp.nic.in/WriteReadData/l892s/362017.pdf
2017,37th,http://idsp.nic.in/WriteReadData/l892s/372017.pdf
2017,38th,http://idsp.nic.in/WriteReadData/l892s/382017.pdf
2017,39th,http://idsp.nic.in/WriteReadData/l892s/392017.pdf
2017,40th,http://idsp.nic.in/WriteReadData/l892s/402017.pdf
2017,41th,http://idsp.nic.in/WriteReadData/l892s/412017.pdf
2017,42th,http://idsp.nic.in/WriteReadData/l892s/422017.pdf
2017,43rd,http://idsp.nic.in/WriteReadData/l892s/432017.pdf
2017,44th,http://idsp.nic.in/WriteReadData/l892s/442017.pdf
2017,45th,http://idsp.nic.in/WriteReadData/l892s/452017.pdf
2017,46th,http://idsp.nic.in/WriteReadData/l892s/462017.pdf
2017,47th,http://idsp.nic.in/WriteReadData/l892s/472017.pdf
2017,48th,http://idsp.nic.in/WriteReadData/l892s/482017.pdf
2017,49th,http://idsp.nic.in/WriteReadData/l892s/492017.pdf
2017,50th,http://idsp.nic.in/WriteReadData/l892s/502017.pdf
2017,51st,http://idsp.nic.in/WriteReadData/l892s/512017.pdf
2017,52nd,http://idsp.nic.in/WriteReadData/l892s/522017.pdf
2016,1st,http://idsp.nic.in/WriteReadData/l892s/90928316461465987313.pdf
2016,2nd,http://idsp.nic.in/WriteReadData/l892s/6606507871465987350.pdf
2016,3rd,http://idsp.nic.in/WriteReadData/l892s/2609129231465987381.pdf
2016,4th,http://idsp.nic.in/WriteReadData/l892s/27847935961465987415.pdf
2016,5th,http://idsp.nic.in/WriteReadData/l892s/44784235121465987444.pdf
2016,6th,http://idsp.nic.in/WriteReadData/l892s/70863384721465987475.pdf
2016,7th,http://idsp.nic.in/WriteReadData/l892s/1544826741465987503.pdf
2016,8th,http://idsp.nic.in/WriteReadData/l892s/68623290411465987526.pdf
2016,9th,http://idsp.nic.in/WriteReadData/DOB2016/9th_wk16.pdf
2016,10th,http://idsp.nic.in/WriteReadData/DOB2016/10th_wk16.pdf
2016,11th,http://idsp.nic.in/WriteReadData/DOB2016/11th_wk16.pdf
2016,12th,http://idsp.nic.in/WriteReadData/DOB2016/12th_wk16.pdf
2016,13th,http://idsp.nic.in/WriteReadData/DOB2016/13th_wk16.pdf
2016,14th,http://idsp.nic.in/WriteReadData/DOB2016/rcntobrk.pdf
2016,15th,https://idsp.nic.in/WriteReadData/l892s/25655158311465983344.pdf
2016,16th,http://idsp.nic.in/WriteReadData/l892s/99240760141465983634.pdf
2016,17th,http://idsp.nic.in/WriteReadData/l892s/99171777471465983686.pdf
2016,18th,http://www.idsp.nic.in/WriteReadData/l892s/72914162941466750136.pdf
2016,19th,http://www.idsp.nic.in/WriteReadData/l892s/95133348011466750283.pdf
2016,20th,http://www.idsp.nic.in/WriteReadData/l892s/2958396131466750320.pdf
2016,21st,http://www.idsp.nic.in/WriteReadData/l892s/24529831491467368085.pdf
2016,22nd,http://www.idsp.nic.in/WriteReadData/l892s/73651938401470919034.pdf
2016,23rd,http://www.idsp.nic.in/WriteReadData/l892s/1017710531470919065.pdf
2016,24th,http://www.idsp.nic.in/WriteReadData/l892s/66156980721470919091.pdf
2016,25th,http://www.idsp.nic.in/WriteReadData/l892s/72219634171470919115.pdf
2016,26th,http://www.idsp.nic.in/WriteReadData/l892s/33166532671470919134.pdf
2016,27th,http://www.idsp.nic.in/WriteReadData/l892s/69286944421470997079.pdf
2016,28th,http://idsp.nic.in/WriteReadData/l892s/81165166051471513557.pdf
2016,29th,http://idsp.nic.in/WriteReadData/l892s/90160646731472206250.pdf
2016,30th,http://idsp.nic.in/WriteReadData/l892s/31559774371473068473.pdf
2016,31st,http://idsp.nic.in/WriteReadData/l892s/58448966271473417376.pdf
2016,32nd,http://idsp.nic.in/WriteReadData/l892s/322016.pdf
2016,33rd,http://idsp.nic.in/WriteReadData/l892s/332016.pdf
2016,34th,http://idsp.nic.in/WriteReadData/l892s/342016.pdf
2016,35th,http://idsp.nic.in/WriteReadData/l892s/352016.pdf
2016,36th,http://idsp.nic.in/WriteReadData/l892s/362016.pdf
2016,37th,http://idsp.nic.in/WriteReadData/l892s/372016.pdf
2016,38th,http://idsp.nic.in/WriteReadData/l892s/382016.pdf
2016,39th,http://idsp.nic.in/WriteReadData/l892s/392016.pdf
2016,40th,http://idsp.nic.in/WriteReadData/l892s/402016.pdf
2016,41st,http://idsp.nic.in/WriteReadData/l892s/23840262681481707331.pdf
2016,42nd,http://idsp.nic.in/WriteReadData/l892s/92950886071481706669.pdf
2016,43rd,http://idsp.nic.in/WriteReadData/l892s/432016.pdf
2016,44th,http://idsp.nic.in/WriteReadData/l892s/442016.pdf
2016,45th,http://idsp.nic.in/WriteReadData/l892s/452016.pdf
2016,46th,http://idsp.nic.in/WriteReadData/l892s/462016.pdf
2016,47th,http://idsp.nic.in/WriteReadData/l892s/472016.pdf
2016,48th,http://idsp.nic.in/WriteReadData/l892s/482016.pdf
2016,49th,http://idsp.nic.in/WriteReadData/l892s/492016.pdf
2016,50th,http://idsp.nic.in/WriteReadData/l892s/502016.pdf
2016,51st,http://idsp.nic.in/WriteReadData/l892s/512016.pdf
2016,52nd,http://idsp.nic.in/WriteReadData/l892s/89800766661487223603.pdf
2015,1st,http://idsp.nic.in/WriteReadData/DOB2015/1st_wk15.pdf
2015,2nd,http://idsp.nic.in/WriteReadData/DOB2015/2nd_wk15.pdf
2015,3rd,http://idsp.nic.in/WriteReadData/DOB2015/3rd_wk15.pdf
2015,4th,http://idsp.nic.in/WriteReadData/DOB2015/4th_wk15.pdf
2015,5th,http://idsp.nic.in/WriteReadData/DOB2015/5th_wk15.pdf
2015,6th,http://idsp.nic.in/WriteReadData/DOB2015/6th_wk15.pdf
2015,7th,http://idsp.nic.in/WriteReadData/DOB2015/7th_wk15.pdf
2015,8th,http://idsp.nic.in/WriteReadData/DOB2015/8th_wk15.pdf
2015,9th,http://idsp.nic.in/WriteReadData/DOB2015/9th_wk15.pdf
2015,10th,http://idsp.nic.in/WriteReadData/DOB2015/10th_wk15.pdf
2015,11th,http://idsp.nic.in/WriteReadData/DOB2015/11th_wk15.pdf
2015,12th,http://idsp.nic.in/WriteReadData/DOB2015/12th_wk15.pdf
2015,13th,http://idsp.nic.in/WriteReadData/DOB2015/13th_wk15.pdf
2015,14th,http://idsp.nic.in/WriteReadData/DOB2015/14th_wk15.pdf
2015,15th,http://idsp.nic.in/WriteReadData/DOB2015/15th_wk15.pdf
2015,16th,http://idsp.nic.in/WriteReadData/DOB2015/16th_wk15.pdf
2015,17th,http://idsp.nic.in/WriteReadData/DOB2015/17th_wk15.pdf
2015,18th,http://idsp.nic.in/WriteReadData/DOB2015/18th_wk15.pdf
2015,19th,http://idsp.nic.in/WriteReadData/DOB2015/19th_wk15.pdf
2015,20th,http://idsp.nic.in/WriteReadData/DOB2015/20th_wk15.pdf
2015,21st,http://idsp.nic.in/WriteReadData/DOB2015/21st_wk15.pdf
2015,22nd,http://idsp.nic.in/WriteReadData/DOB2015/22nd_wk15.pdf
2015,23rd,http://idsp.nic.in/WriteReadData/DOB2015/23rd_wk15.pdf
2015,24th,http://idsp.nic.in/WriteReadData/DOB2015/24th_wk15.pdf
2015,25th,http://idsp.nic.in/WriteReadData/DOB2015/25th_wk15.pdf
2015,26th,http://idsp.nic.in/WriteReadData/DOB2015/26th_wk15.pdf
2015,27th,http://idsp.nic.in/WriteReadData/DOB2015/27th_wk15.pdf
2015,28th,http://idsp.nic.in/WriteReadData/DOB2015/28th_wk15.pdf
2015,29th,http://idsp.nic.in/WriteReadData/DOB2015/29th_wk15.pdf
2015,30th,http://idsp.nic.in/WriteReadData/DOB2015/30th_wk15.pdf
2015,31st,http://idsp.nic.in/WriteReadData/DOB2015/31st_wk15.pdf
2015,32nd,http://idsp.nic.in/WriteReadData/DOB2015/32nd_wk15.pdf
2015,33rd,http://idsp.nic.in/WriteReadData/DOB2015/33rd_wk15.pdf
2015,34th,http://idsp.nic.in/WriteReadData/DOB2015/34th_wk15.pdf
2015,35th,http://idsp.nic.in/WriteReadData/DOB2015/35th_wk15.pdf
2015,36th,http://idsp.nic.in/WriteReadData/DOB2015/36th_wk15.pdf
2015,37th,http://idsp.nic.in/WriteReadData/DOB2015/37th_wk15.pdf
2015,38th,http://idsp.nic.in/WriteReadData/DOB2015/38th_wk15.pdf
2015,39th,http://idsp.nic.in/WriteReadData/DOB2015/39th_wk15.pdf
2015,40th,http://idsp.nic.in/WriteReadData/DOB2015/40th_wk15.pdf
2015,41st,http://idsp.nic.in/WriteReadData/DOB2015/41st_wk15.pdf
2015,42nd,http://idsp.nic.in/WriteReadData/DOB2015/42nd_wk15.pdf
2015,43rd,http://idsp.nic.in/WriteReadData/DOB2015/43rd_wk15.pdf
2015,44th,http://idsp.nic.in/WriteReadData/DOB2015/44th_wk15.pdf
2015,45th,http://idsp.nic.in/WriteReadData/DOB2015/45th_wk15.pdf
2015,46th,http://idsp.nic.in/WriteReadData/DOB2015/46th_wk15.pdf
2015,47th,http://idsp.nic.in/WriteReadData/DOB2015/47th_wk15.pdf
2015,48th,http://idsp.nic.in/WriteReadData/DOB2015/48th_wk15.pdf
2015,49th,http://idsp.nic.in/WriteReadData/DOB2015/49th_wk15.pdf
2015,50th,http://idsp.nic.in/WriteReadData/DOB2015/50th_wk15.pdf
2015,51st,http://idsp.nic.in/WriteReadData/DOB2015/51st_wk15.pdf
2015,52nd,http://idsp.nic.in/WriteReadData/DOB2015/52nd_wk15.pdf
2015,53rd,http://idsp.nic.in/WriteReadData/DOB2015/53rd_wk15.pdf
2014,1st,http://idsp.nic.in/WriteReadData/DOB2014/1st_wk14.pdf
2014,2nd,http://idsp.nic.in/WriteReadData/DOB2014/2nd_wk14.pdf
2014,3rd,http://idsp.nic.in/WriteReadData/DOB2014/3rd_wk14.pdf
2014,4th,http://idsp.nic.in/WriteReadData/DOB2014/4th_wk14.pdf
2014,5th,http://idsp.nic.in/WriteReadData/DOB2014/5th_wk14.pdf
2014,6th,http://idsp.nic.in/WriteReadData/DOB2014/6th_wk14.pdf
2014,7th,http://idsp.nic.in/WriteReadData/DOB2014/7th_wk14.pdf
2014,8th,http://idsp.nic.in/WriteReadData/DOB2014/8th_wk14.pdf
2014,9th,http://idsp.nic.in/WriteReadData/DOB2014/9th_wk14.pdf
2014,10th,http://idsp.nic.in/WriteReadData/DOB2014/10th_wk14.pdf
2014,11th,http://idsp.nic.in/WriteReadData/DOB2014/11th_wk14.pdf
2014,12th,http://idsp.nic.in/WriteReadData/DOB2014/12th_wk14.pdf
2014,13th,http://idsp.nic.in/WriteReadData/DOB2014/13th_wk14.pdf
2014,14th,http://idsp.nic.in/WriteReadData/DOB2014/14th_wk14.pdf
2014,15th,http://idsp.nic.in/WriteReadData/DOB2014/15th_wk14.pdf
2014,16th,http://idsp.nic.in/WriteReadData/DOB2014/16th_wk14.pdf
2014,17th,http://idsp.nic.in/WriteReadData/DOB2014/17th_wk14.pdf
2014,18th,http://idsp.nic.in/WriteReadData/DOB2014/18th_wk14.pdf
2014,19th,http://idsp.nic.in/WriteReadData/DOB2014/19th_wk14.pdf
2014,20th,http://idsp.nic.in/WriteReadData/DOB2014/20th_wk14.pdf
2014,21st,http://idsp.nic.in/WriteReadData/DOB2014/21st_wk14.pdf
2014,22nd,http://idsp.nic.in/WriteReadData/DOB2014/22nd_wk14.pdf
2014,23rd,http://idsp.nic.in/WriteReadData/DOB2014/23rd_wk14.pdf
2014,24th,http://idsp.nic.in/WriteReadData/DOB2014/24th_wk14.pdf
2014,25th,http://idsp.nic.in/WriteReadData/DOB2014/25th_wk14.pdf
2014,26th,http://idsp.nic.in/WriteReadData/DOB2014/26th_wk14.pdf
2014,27th,http://idsp.nic.in/WriteReadData/DOB2014/27th_wk14.pdf
2014,28th,http://idsp.nic.in/WriteReadData/DOB2014/28th_wk14.pdf
2014,29th,http://idsp.nic.in/WriteReadData/DOB2014/29th_wk14.pdf
2014,30th,http://idsp.nic.in/WriteReadData/DOB2014/30th_wk14.pdf
2014,31st,http://idsp.nic.in/WriteReadData/DOB2014/31st_wk14.pdf
2014,32nd,http://idsp.nic.in/WriteReadData/DOB2014/32nd_wk14.pdf
2014,33rd,http://idsp.nic.in/WriteReadData/DOB2014/33rd_wk14.pdf
2014,34th,http://idsp.nic.in/WriteReadData/DOB2014/34th_wk14.pdf
2014,35th,http://idsp.nic.in/WriteReadData/DOB2014/35th_wk14.pdf
2014,36th,http://idsp.nic.in/WriteReadData/DOB2014/36th_wk14.pdf
2014,37th,http://idsp.nic.in/WriteReadData/DOB2014/37th_wk14.pdf
2014,38th,http://idsp.nic.in/WriteReadData/DOB2014/38th_wk14.pdf
2014,39th,http://idsp.nic.in/WriteReadData/DOB2014/39th_wk14.pdf
2014,40th,http://idsp.nic.in/WriteReadData/DOB2014/40th_wk14.pdf
2014,41st,http://idsp.nic.in/WriteReadData/DOB2014/41st_wk14.pdf
2014,42nd,http://idsp.nic.in/WriteReadData/DOB2014/42nd_wk14.pdf
2014,43rd,http://idsp.nic.in/WriteReadData/DOB2014/43rd_wk14.pdf
2014,44th,http://idsp.nic.in/WriteReadData/DOB2014/44th_wk14.pdf
2014,45th,http://idsp.nic.in/WriteReadData/DOB2014/45th_wk14.pdf
2014,46th,http://idsp.nic.in/WriteReadData/DOB2014/46th_wk14.pdf
2014,47th,http://idsp.nic.in/WriteReadData/DOB2014/47th_wk14.pdf
2014,48th,http://idsp.nic.in/WriteReadData/DOB2014/48th_wk14.pdf
2014,49th,http://idsp.nic.in/WriteReadData/DOB2014/49th_wk14.pdf
2014,50th,http://idsp.nic.in/WriteReadData/DOB2014/50th_wk14.pdf
2014,51st,http://idsp.nic.in/WriteReadData/DOB2014/51st_wk14.pdf
2014,52nd,http://idsp.nic.in/WriteReadData/DOB2014/52nd_wk14.pdf
2013,1st,http://idsp.nic.in/WriteReadData/DOB2013/1st_wk13.pdf
2013,2nd,http://idsp.nic.in/WriteReadData/DOB2013/2nd_wk13.pdf
2013,3rd,http://idsp.nic.in/WriteReadData/DOB2013/3rd_wk13.pdf
2013,4th,http://idsp.nic.in/WriteReadData/DOB2013/4th_wk13.pdf
2013,5th,http://idsp.nic.in/WriteReadData/DOB2013/5th_wk13.pdf
2013,6th,http://idsp.nic.in/WriteReadData/DOB2013/6th_wk13.pdf
2013,7th,http://idsp.nic.in/WriteReadData/DOB2013/7th_wk13.pdf
2013,8th,http://idsp.nic.in/WriteReadData/DOB2013/8th_wk13.pdf
2013,9th,https://drive.google.com/file/d/1KnuWspKlRV2bkOO0iCOWJ3WNGd3UuQr_/view?usp=sharing
2013,10th,http://idsp.nic.in/WriteReadData/DOB2013/10th_wk13.pdf
2013,11th,http://idsp.nic.in/WriteReadData/DOB2013/11th_wk13.pdf
2013,12th,http://idsp.nic.in/WriteReadData/DOB2013/12th_wk13.pdf
2013,13th,http://idsp.nic.in/WriteReadData/DOB2013/13th_wk13.pdf
2013,14th,http://idsp.nic.in/WriteReadData/DOB2013/14th_wk13.pdf
2013,15th,http://idsp.nic.in/WriteReadData/DOB2013/15th_wk13.pdf
2013,16th,http://idsp.nic.in/WriteReadData/DOB2013/16th_wk13.pdf
2013,17th,http://idsp.nic.in/WriteReadData/DOB2013/17th_wk13.pdf
2013,18th,http://idsp.nic.in/WriteReadData/DOB2013/18th_wk13.pdf
2013,19th,http://idsp.nic.in/WriteReadData/DOB2013/19th_wk13.pdf
2013,20th,http://idsp.nic.in/WriteReadData/DOB2013/20th_wk13.pdf
2013,21st,http://idsp.nic.in/WriteReadData/DOB2013/21st_wk13.pdf
2013,22nd,http://idsp.nic.in/WriteReadData/DOB2013/22nd_wk13.pdf
2013,23rd,http://idsp.nic.in/WriteReadData/DOB2013/23rd_wk13.pdf
2013,24th,http://idsp.nic.in/WriteReadData/DOB2013/24th_wk13.pdf
2013,25th,http://idsp.nic.in/WriteReadData/DOB2013/25th_wk13.pdf
2013,26th,http://idsp.nic.in/WriteReadData/DOB2013/26th_wk13.pdf
2013,27th,http://idsp.nic.in/WriteReadData/DOB2013/27th_wk13.pdf
2013,28th,http://idsp.nic.in/WriteReadData/DOB2013/28th_wk13.pdf
2013,29th,http://idsp.nic.in/WriteReadData/DOB2013/29th_wk13.pdf
2013,30th,http://idsp.nic.in/WriteReadData/DOB2013/30th_wk13.pdf
2013,31st,http://idsp.nic.in/WriteReadData/DOB2013/31st_wk13.pdf
2013,32nd,http://idsp.nic.in/WriteReadData/DOB2013/32nd_wk13.pdf
2013,33rd,http://idsp.nic.in/WriteReadData/DOB2013/33rd_wk13.pdf
2013,34th,http://idsp.nic.in/WriteReadData/DOB2013/34th_wk13.pdf
2013,35th,http://idsp.nic.in/WriteReadData/DOB2013/35th_wk13.pdf
2013,36th,http://idsp.nic.in/WriteReadData/DOB2013/36th_wk13.pdf
2013,37th,http://idsp.nic.in/WriteReadData/DOB2013/37th_wk13.pdf
2013,38th,http://idsp.nic.in/WriteReadData/DOB2013/38th_wk13.pdf
2013,39th,http://idsp.nic.in/WriteReadData/DOB2013/39th_wk13.pdf
2013,40th,http://idsp.nic.in/WriteReadData/DOB2013/40th_wk13.pdf
2013,41st,http://idsp.nic.in/WriteReadData/DOB2013/41st_wk13.pdf
2013,42nd,http://idsp.nic.in/WriteReadData/DOB2013/42nd_wk13.pdf
2013,43rd,http://idsp.nic.in/WriteReadData/DOB2013/43rd_wk13.pdf
2013,44th,http://idsp.nic.in/WriteReadData/DOB2013/44th_wk13.pdf
2013,45th,http://idsp.nic.in/WriteReadData/DOB2013/45th_wk13.pdf
2013,46th,http://idsp.nic.in/WriteReadData/DOB2013/46th_wk13.pdf
2013,47th,http://idsp.nic.in/WriteReadData/DOB2013/47th_wk13.pdf
2013,48th,http://idsp.nic.in/WriteReadData/DOB2013/48th_wk13.pdf
2013,49th,http://idsp.nic.in/WriteReadData/DOB2013/49th_wk13.pdf
2013,50th,http://idsp.nic.in/WriteReadData/DOB2013/50th_wk13.pdf
2013,51st,http://idsp.nic.in/WriteReadData/DOB2013/51st_wk13.pdf
2013,52nd,http://idsp.nic.in/WriteReadData/DOB2013/52nd_wk13.pdf
2012,1st,http://idsp.nic.in/WriteReadData/DOB2012/1st_wk12.pdf
2012,2nd,http://idsp.nic.in/WriteReadData/DOB2012/2nd_wk12.pdf
2012,3rd,http://idsp.nic.in/WriteReadData/DOB2012/3rd_wk12.pdf
2012,4th,http://idsp.nic.in/WriteReadData/DOB2012/4th_wk12.pdf
2012,5th,http://idsp.nic.in/WriteReadData/DOB2012/5th_wk12.pdf
2012,6th,http://idsp.nic.in/WriteReadData/DOB2012/6th_wk12.pdf
2012,7th,http://idsp.nic.in/WriteReadData/DOB2012/7th_wk12.pdf
2012,8th,http://idsp.nic.in/WriteReadData/DOB2012/8th_wk12.pdf
2012,9th,http://idsp.nic.in/WriteReadData/DOB2012/9th_wk12.pdf
2012,10th,http://idsp.nic.in/WriteReadData/DOB2012/10th_wk12.pdf
2012,11th,http://idsp.nic.in/WriteReadData/DOB2012/11th_wk12.pdf
2012,12th,http://idsp.nic.in/WriteReadData/DOB2012/12th_wk12.pdf
2012,13th,http://idsp.nic.in/WriteReadData/DOB2012/13th_wk12.pdf
2012,14th,http://idsp.nic.in/WriteReadData/DOB2012/14th_wk12.pdf
2012,15th,http://idsp.nic.in/WriteReadData/DOB2012/15th_wk12.pdf
2012,16th,http://idsp.nic.in/WriteReadData/DOB2012/16th_wk12.pdf
2012,17th,http://idsp.nic.in/WriteReadData/DOB2012/17th_wk12.pdf
2012,18th,http://idsp.nic.in/WriteReadData/DOB2012/18th_wk12.pdf
2012,19th,http://idsp.nic.in/WriteReadData/DOB2012/19th_wk12.pdf
2012,20th,http://idsp.nic.in/WriteReadData/DOB2012/20th_wk12.pdf
2012,21st,http://idsp.nic.in/WriteReadData/DOB2012/21st_wk12.pdf
2012,22nd,http://idsp.nic.in/WriteReadData/DOB2012/22nd_wk12.pdf
2012,23rd,http://idsp.nic.in/WriteReadData/DOB2012/23rd_wk12.pdf
2012,24th,http://idsp.nic.in/WriteReadData/DOB2012/24th_wk12.pdf
2012,25th,http://idsp.nic.in/WriteReadData/DOB2012/25th_wk12.pdf
2012,26th,http://idsp.nic.in/WriteReadData/DOB2012/26th_wk12.pdf
2012,27th,http://idsp.nic.in/WriteReadData/DOB2012/27th_wk12.pdf
2012,28th,http://idsp.nic.in/WriteReadData/DOB2012/28th_wk12.pdf
2012,29th,http://idsp.nic.in/WriteReadData/DOB2012/29th_wk12.pdf
2012,30th,http://idsp.nic.in/WriteReadData/DOB2012/30th_wk12.pdf
2012,31st,http://idsp.nic.in/WriteReadData/DOB2012/31st_wk12.pdf
2012,32nd,http://idsp.nic.in/WriteReadData/DOB2012/32nd_wk12.pdf
2012,33rd,http://idsp.nic.in/WriteReadData/DOB2012/33rd_wk12.pdf
2012,34th,http://idsp.nic.in/WriteReadData/DOB2012/34th_wk12.pdf
2012,35th,http://idsp.nic.in/WriteReadData/DOB2012/35th_wk12.pdf
2012,36th,http://idsp.nic.in/WriteReadData/DOB2012/36th_wk12.pdf
2012,37th,http://idsp.nic.in/WriteReadData/DOB2012/37th_wk12.pdf
2012,38th,http://idsp.nic.in/WriteReadData/DOB2012/38th_wk12.pdf
2012,39th,http://idsp.nic.in/WriteReadData/DOB2012/39th_wk12.pdf
2012,40th,http://idsp.nic.in/WriteReadData/DOB2012/40th_wk12.pdf
